target,lesion_attribution_mass_mean,lesion_attribution_mass_sd,lesion_attribution_mass_n,pointing_accuracy_mean,pointing_accuracy_sd,pointing_accuracy_n,deletion_auc_mean,deletion_auc_sd,deletion_auc_n,insertion_auc_mean,insertion_auc_sd,insertion_auc_n,mass_dice_spearman,mass_dice_ci_low,mass_dice_ci_high,mass_dice_p
ground_truth_WT_region,0.7598483486819669,0.09418087672647639,47,0.9184350706844996,0.09786294603877246,47,0.019343177935877212,0.0030104497098393805,47,0.7509886255869473,0.11515379445965407,47,0.6203746530989824,0.3987842263432171,0.7700980996549011,3.298982621620119e-06
predicted_WT_region,0.8035364603439188,0.04227056349032214,47,0.9653818896962142,0.032528088909708146,47,0.023033273489223103,0.0007609210687830807,47,0.8879141893096072,0.026502865999041697,47,0.45640610545790933,0.15104819849650547,0.6684524138289979,0.0012620097250481209
